icd9,icd9_description,icd10,icd10_description,approximate,combination,scenario,choice_list,no_map,label
9725,Poisoning by other vasodilators,T467X1A,"Poisoning by peripheral vasodilators, accidental (unintentional), initial encounter",1,0,0,0,0,one_to_many
9725,Poisoning by other vasodilators,T467X2A,"Poisoning by peripheral vasodilators, intentional self-harm, initial encounter",1,0,0,0,0,one_to_many
9725,Poisoning by other vasodilators,T467X3A,"Poisoning by peripheral vasodilators, assault, initial encounter",1,0,0,0,0,one_to_many
9725,Poisoning by other vasodilators,T467X4A,"Poisoning by peripheral vasodilators, undetermined, initial encounter",1,0,0,0,0,one_to_many
9726,Poisoning by other antihypertensive agents,T464X1A,"Poisoning by angiotensin-converting-enzyme inhibitors, accidental (unintentional), initial encounter",1,0,0,0,0,one_to_many
9726,Poisoning by other antihypertensive agents,T464X2A,"Poisoning by angiotensin-converting-enzyme inhibitors, intentional self-harm, initial encounter",1,0,0,0,0,one_to_many
9726,Poisoning by other antihypertensive agents,T464X3A,"Poisoning by angiotensin-converting-enzyme inhibitors, assault, initial encounter",1,0,0,0,0,one_to_many
9726,Poisoning by other antihypertensive agents,T464X4A,"Poisoning by angiotensin-converting-enzyme inhibitors, undetermined, initial encounter",1,0,0,0,0,one_to_many
9726,Poisoning by other antihypertensive agents,T465X1A,"Poisoning by other antihypertensive drugs, accidental (unintentional), initial encounter",1,0,0,0,0,one_to_many
9726,Poisoning by other antihypertensive agents,T465X2A,"Poisoning by other antihypertensive drugs, intentional self-harm, initial encounter",1,0,0,0,0,one_to_many
9726,Poisoning by other antihypertensive agents,T465X3A,"Poisoning by other antihypertensive drugs, assault, initial encounter",1,0,0,0,0,one_to_many
9726,Poisoning by other antihypertensive agents,T465X4A,"Poisoning by other antihypertensive drugs, undetermined, initial encounter",1,0,0,0,0,one_to_many
9729,Poisoning by other and unspecified agents primarily affecting the cardiovascular system,T461X1A,"Poisoning by calcium-channel blockers, accidental (unintentional), initial encounter",1,0,0,0,0,one_to_many
9729,Poisoning by other and unspecified agents primarily affecting the cardiovascular system,T461X2A,"Poisoning by calcium-channel blockers, intentional self-harm, initial encounter",1,0,0,0,0,one_to_many
9729,Poisoning by other and unspecified agents primarily affecting the cardiovascular system,T461X3A,"Poisoning by calcium-channel blockers, assault, initial encounter",1,0,0,0,0,one_to_many
9729,Poisoning by other and unspecified agents primarily affecting the cardiovascular system,T461X4A,"Poisoning by calcium-channel blockers, undetermined, initial encounter",1,0,0,0,0,one_to_many
9729,Poisoning by other and unspecified agents primarily affecting the cardiovascular system,T46901A,"Poisoning by unspecified agents primarily affecting the cardiovascular system, accidental (unintentional), initial encounter",1,0,0,0,0,one_to_many
9729,Poisoning by other and unspecified agents primarily affecting the cardiovascular system,T46902A,"Poisoning by unspecified agents primarily affecting the cardiovascular system, intentional self-harm, initial encounter",1,0,0,0,0,one_to_many
9729,Poisoning by other and unspecified agents primarily affecting the cardiovascular system,T46903A,"Poisoning by unspecified agents primarily affecting the cardiovascular system, assault, initial encounter",1,0,0,0,0,one_to_many
9729,Poisoning by other and unspecified agents primarily affecting the cardiovascular system,T46904A,"Poisoning by unspecified agents primarily affecting the cardiovascular system, undetermined, initial encounter",1,0,0,0,0,one_to_many
9729,Poisoning by other and unspecified agents primarily affecting the cardiovascular system,T46991A,"Poisoning by other agents primarily affecting the cardiovascular system, accidental (unintentional), initial encounter",1,0,0,0,0,one_to_many
9729,Poisoning by other and unspecified agents primarily affecting the cardiovascular system,T46992A,"Poisoning by other agents primarily affecting the cardiovascular system, intentional self-harm, initial encounter",1,0,0,0,0,one_to_many
9729,Poisoning by other and unspecified agents primarily affecting the cardiovascular system,T46993A,"Poisoning by other agents primarily affecting the cardiovascular system, assault, initial encounter",1,0,0,0,0,one_to_many
9729,Poisoning by other and unspecified agents primarily affecting the cardiovascular system,T46994A,"Poisoning by other agents primarily affecting the cardiovascular system, undetermined, initial encounter",1,0,0,0,0,one_to_many
9730,Poisoning by antacids and antigastric secretion drugs,T470X1A,"Poisoning by histamine H2-receptor blockers, accidental (unintentional), initial encounter",1,0,0,0,0,one_to_many
9730,Poisoning by antacids and antigastric secretion drugs,T470X2A,"Poisoning by histamine H2-receptor blockers, intentional self-harm, initial encounter",1,0,0,0,0,one_to_many
9730,Poisoning by antacids and antigastric secretion drugs,T470X3A,"Poisoning by histamine H2-receptor blockers, assault, initial encounter",1,0,0,0,0,one_to_many
9730,Poisoning by antacids and antigastric secretion drugs,T470X4A,"Poisoning by histamine H2-receptor blockers, undetermined, initial encounter",1,0,0,0,0,one_to_many
9730,Poisoning by antacids and antigastric secretion drugs,T471X1A,"Poisoning by other antacids and anti-gastric-secretion drugs, accidental (unintentional), initial encounter",1,0,0,0,0,one_to_many
9730,Poisoning by antacids and antigastric secretion drugs,T471X2A,"Poisoning by other antacids and anti-gastric-secretion drugs, intentional self-harm, initial encounter",1,0,0,0,0,one_to_many
9730,Poisoning by antacids and antigastric secretion drugs,T471X3A,"Poisoning by other antacids and anti-gastric-secretion drugs, assault, initial encounter",1,0,0,0,0,one_to_many
9730,Poisoning by antacids and antigastric secretion drugs,T471X4A,"Poisoning by other antacids and anti-gastric-secretion drugs, undetermined, initial encounter",1,0,0,0,0,one_to_many
9731,Poisoning by irritant cathartics,T472X1A,"Poisoning by stimulant laxatives, accidental (unintentional), initial encounter",1,0,0,0,0,one_to_many
9731,Poisoning by irritant cathartics,T472X2A,"Poisoning by stimulant laxatives, intentional self-harm, initial encounter",1,0,0,0,0,one_to_many
9731,Poisoning by irritant cathartics,T472X3A,"Poisoning by stimulant laxatives, assault, initial encounter",1,0,0,0,0,one_to_many
9731,Poisoning by irritant cathartics,T472X4A,"Poisoning by stimulant laxatives, undetermined, initial encounter",1,0,0,0,0,one_to_many
9732,Poisoning by emollient cathartics,T473X1A,"Poisoning by saline and osmotic laxatives, accidental (unintentional), initial encounter",1,0,0,0,0,one_to_many
9732,Poisoning by emollient cathartics,T473X2A,"Poisoning by saline and osmotic laxatives, intentional self-harm, initial encounter",1,0,0,0,0,one_to_many
9732,Poisoning by emollient cathartics,T473X3A,"Poisoning by saline and osmotic laxatives, assault, initial encounter",1,0,0,0,0,one_to_many
9732,Poisoning by emollient cathartics,T473X4A,"Poisoning by saline and osmotic laxatives, undetermined, initial encounter",1,0,0,0,0,one_to_many
9733,"Poisoning by other cathartics, including intestinal atonia",T474X1A,"Poisoning by other laxatives, accidental (unintentional), initial encounter",1,0,0,0,0,one_to_many
9733,"Poisoning by other cathartics, including intestinal atonia",T474X2A,"Poisoning by other laxatives, intentional self-harm, initial encounter",1,0,0,0,0,one_to_many
9733,"Poisoning by other cathartics, including intestinal atonia",T474X3A,"Poisoning by other laxatives, assault, initial encounter",1,0,0,0,0,one_to_many
9733,"Poisoning by other cathartics, including intestinal atonia",T474X4A,"Poisoning by other laxatives, undetermined, initial encounter",1,0,0,0,0,one_to_many
9735,Poisoning by antidiarrheal drugs,T476X1A,"Poisoning by antidiarrheal drugs, accidental (unintentional), initial encounter",1,0,0,0,0,one_to_many
9735,Poisoning by antidiarrheal drugs,T476X2A,"Poisoning by antidiarrheal drugs, intentional self-harm, initial encounter",1,0,0,0,0,one_to_many
9735,Poisoning by antidiarrheal drugs,T476X3A,"Poisoning by antidiarrheal drugs, assault, initial encounter",1,0,0,0,0,one_to_many
9735,Poisoning by antidiarrheal drugs,T476X4A,"Poisoning by antidiarrheal drugs, undetermined, initial encounter",1,0,0,0,0,one_to_many
9738,Poisoning by other specified agents primarily affecting the gastrointestinal system,T478X1A,"Poisoning by other agents primarily affecting gastrointestinal system, accidental (unintentional), initial encounter",1,0,0,0,0,one_to_many
9738,Poisoning by other specified agents primarily affecting the gastrointestinal system,T478X2A,"Poisoning by other agents primarily affecting gastrointestinal system, intentional self-harm, initial encounter",1,0,0,0,0,one_to_many
9738,Poisoning by other specified agents primarily affecting the gastrointestinal system,T478X3A,"Poisoning by other agents primarily affecting gastrointestinal system, assault, initial encounter",1,0,0,0,0,one_to_many
9738,Poisoning by other specified agents primarily affecting the gastrointestinal system,T478X4A,"Poisoning by other agents primarily affecting gastrointestinal system, undetermined, initial encounter",1,0,0,0,0,one_to_many
9744,Poisoning by other diuretics,T501X1A,"Poisoning by loop [high-ceiling] diuretics, accidental (unintentional), initial encounter",1,0,0,0,0,one_to_many
9744,Poisoning by other diuretics,T501X2A,"Poisoning by loop [high-ceiling] diuretics, intentional self-harm, initial encounter",1,0,0,0,0,one_to_many
9744,Poisoning by other diuretics,T501X3A,"Poisoning by loop [high-ceiling] diuretics, assault, initial encounter",1,0,0,0,0,one_to_many
9744,Poisoning by other diuretics,T501X4A,"Poisoning by loop [high-ceiling] diuretics, undetermined, initial encounter",1,0,0,0,0,one_to_many
9744,Poisoning by other diuretics,T502X1A,"Poisoning by carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics, accidental (unintentional), initial encounter",1,0,0,0,0,one_to_many
9744,Poisoning by other diuretics,T502X3A,"Poisoning by carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics, assault, initial encounter",1,0,0,0,0,one_to_many
9744,Poisoning by other diuretics,T502X4A,"Poisoning by carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics, undetermined, initial encounter",1,0,0,0,0,one_to_many
9745,"Poisoning by electrolytic, caloric, and water-balance agents",T503X1A,"Poisoning by electrolytic, caloric and water-balance agents, accidental (unintentional), initial encounter",1,0,0,0,0,one_to_many
9745,"Poisoning by electrolytic, caloric, and water-balance agents",T503X2A,"Poisoning by electrolytic, caloric and water-balance agents, intentional self-harm, initial encounter",1,0,0,0,0,one_to_many
9745,"Poisoning by electrolytic, caloric, and water-balance agents",T503X3A,"Poisoning by electrolytic, caloric and water-balance agents, assault, initial encounter",1,0,0,0,0,one_to_many
9745,"Poisoning by electrolytic, caloric, and water-balance agents",T503X4A,"Poisoning by electrolytic, caloric and water-balance agents, undetermined, initial encounter",1,0,0,0,0,one_to_many
9747,Poisoning by uric acid metabolism drugs,T504X1A,"Poisoning by drugs affecting uric acid metabolism, accidental (unintentional), initial encounter",1,0,0,0,0,one_to_many
9747,Poisoning by uric acid metabolism drugs,T504X2A,"Poisoning by drugs affecting uric acid metabolism, intentional self-harm, initial encounter",1,0,0,0,0,one_to_many
9747,Poisoning by uric acid metabolism drugs,T504X3A,"Poisoning by drugs affecting uric acid metabolism, assault, initial encounter",1,0,0,0,0,one_to_many
9747,Poisoning by uric acid metabolism drugs,T504X4A,"Poisoning by drugs affecting uric acid metabolism, undetermined, initial encounter",1,0,0,0,0,one_to_many
9751,Poisoning by smooth muscle relaxants,T48201A,"Poisoning by unspecified drugs acting on muscles, accidental (unintentional), initial encounter",1,0,0,0,0,one_to_many
9751,Poisoning by smooth muscle relaxants,T48291A,"Poisoning by other drugs acting on muscles, accidental (unintentional), initial encounter",1,0,0,0,0,one_to_many
9751,Poisoning by smooth muscle relaxants,T48294A,"Poisoning by other drugs acting on muscles, undetermined, initial encounter",1,0,0,0,0,one_to_many
9752,Poisoning by skeletal muscle relaxants,T481X1A,"Poisoning by skeletal muscle relaxants [neuromuscular blocking agents], accidental (unintentional), initial encounter",1,0,0,0,0,one_to_many
9752,Poisoning by skeletal muscle relaxants,T481X2A,"Poisoning by skeletal muscle relaxants [neuromuscular blocking agents], intentional self-harm, initial encounter",1,0,0,0,0,one_to_many
9752,Poisoning by skeletal muscle relaxants,T481X3A,"Poisoning by skeletal muscle relaxants [neuromuscular blocking agents], assault, initial encounter",1,0,0,0,0,one_to_many
9752,Poisoning by skeletal muscle relaxants,T481X4A,"Poisoning by skeletal muscle relaxants [neuromuscular blocking agents], undetermined, initial encounter",1,0,0,0,0,one_to_many
9753,Poisoning by other and unspecified drugs acting on muscles,T48201A,"Poisoning by unspecified drugs acting on muscles, accidental (unintentional), initial encounter",1,0,0,0,0,one_to_many
9753,Poisoning by other and unspecified drugs acting on muscles,T48202A,"Poisoning by unspecified drugs acting on muscles, intentional self-harm, initial encounter",1,0,0,0,0,one_to_many
9753,Poisoning by other and unspecified drugs acting on muscles,T48203A,"Poisoning by unspecified drugs acting on muscles, assault, initial encounter",1,0,0,0,0,one_to_many
9753,Poisoning by other and unspecified drugs acting on muscles,T48204A,"Poisoning by unspecified drugs acting on muscles, undetermined, initial encounter",1,0,0,0,0,one_to_many
9753,Poisoning by other and unspecified drugs acting on muscles,T48291A,"Poisoning by other drugs acting on muscles, accidental (unintentional), initial encounter",1,0,0,0,0,one_to_many
9753,Poisoning by other and unspecified drugs acting on muscles,T48292A,"Poisoning by other drugs acting on muscles, intentional self-harm, initial encounter",1,0,0,0,0,one_to_many
9753,Poisoning by other and unspecified drugs acting on muscles,T48293A,"Poisoning by other drugs acting on muscles, assault, initial encounter",1,0,0,0,0,one_to_many
9753,Poisoning by other and unspecified drugs acting on muscles,T48294A,"Poisoning by other drugs acting on muscles, undetermined, initial encounter",1,0,0,0,0,one_to_many
9754,Poisoning by antitussives,T483X1A,"Poisoning by antitussives, accidental (unintentional), initial encounter",1,0,0,0,0,one_to_many
